,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2013,43,205,North Carolina A&T,37,20,17,.541,-6.94,-6.30,8,8,9,3,5,12,2299,2291,92.3,.420,.367,.497,46.4,52.2,10.5,13.6,.458,19.6,30.0,.276,True,True,16
2013,44,208,North Carolina State,35,24,11,.686,14.32,7.17,11,7,16,1,3,7,2708,2458,112.4,.409,.237,.571,50.2,51.9,9.4,10.1,.542,15.4,34.7,.279,True,False,8
2013,45,221,Northwestern State,32,23,9,.719,0.41,-3.77,15,3,13,1,8,7,2559,2285,107.5,.386,.300,.539,47.6,53.2,12.9,10.6,.505,15.9,35.3,.265,True,True,14
2013,46,223,Notre Dame,35,25,10,.714,13.74,7.22,11,7,17,2,4,5,2450,2222,109.8,.320,.320,.551,50.6,65.8,7.8,9.3,.522,15.0,34.0,.227,True,False,7
2013,47,225,Ohio State,37,29,8,.784,20.19,9.32,13,5,16,2,5,5,2599,2197,108.9,.354,.310,.541,50.5,53.1,10.4,12.9,.506,13.6,31.1,.251,True,True,2
2013,48,228,Oklahoma,32,20,12,.625,11.40,7.09,12,7,12,2,5,7,2260,2122,104.9,.354,.267,.524,48.7,49.1,9.6,7.4,.478,14.8,33.2,.268,True,False,10
2013,49,227,Oklahoma State,33,24,9,.727,15.57,6.73,13,5,15,2,5,5,2371,2079,104.8,.405,.313,.536,49.1,48.9,11.0,12.8,.488,15.7,31.3,.302,True,False,5
2013,50,232,Oregon,37,28,9,.757,13.82,5.77,12,6,17,2,6,5,2650,2352,102.4,.383,.273,.531,52.5,51.3,12.1,10.2,.493,18.2,35.7,.270,True,True,12
2013,51,233,Pacific,35,22,13,.629,1.96,1.05,13,5,13,2,4,9,2344,2238,105.4,.372,.321,.542,47.8,61.9,8.7,4.2,.509,15.3,29.5,.256,True,True,15
2013,52,237,Pittsburgh,33,24,9,.727,18.82,5.63,12,6,16,3,6,3,2282,1847,113.2,.375,.263,.546,53.1,64.2,10.8,12.7,.517,14.8,40.4,.251,True,False,8
2013,53,257,Saint Louis,35,28,7,.800,14.33,4.28,13,3,17,2,6,3,2388,2036,105.0,.440,.341,.545,47.3,56.1,11.7,8.3,.504,14.9,27.4,.310,True,True,4
2013,54,258,Saint Mary's (CA),35,28,7,.800,14.51,3.31,14,2,16,1,9,2,2610,2203,115.2,.368,.375,.573,54.5,55.2,9.4,7.6,.540,15.4,37.1,.267,True,False,11
2013,55,262,San Diego State,34,23,11,.676,13.01,6.19,9,7,14,1,4,6,2356,2077,103.7,.364,.323,.524,50.4,50.7,10.3,12.0,.491,15.4,32.3,.248,True,False,7
2013,56,275,South Dakota State,35,25,10,.714,2.36,-3.27,13,3,13,0,7,9,2568,2300,113.1,.324,.358,.574,51.3,55.6,7.7,6.1,.539,14.0,29.8,.247,True,True,13
2013,57,286,Southern,33,23,10,.697,-2.61,-10.31,15,3,12,0,8,8,2223,1890,103.0,.392,.352,.533,46.9,49.4,11.3,10.8,.497,14.7,26.4,.270,True,True,16
2013,58,294,Syracuse,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,True,False,4
2013,59,295,Temple,34,24,10,.706,9.52,5.20,11,5,14,3,8,4,2456,2309,106.8,.356,.373,.529,46.5,58.4,11.6,9.5,.490,13.6,30.8,.257,True,False,9
2013,60,316,UCLA,35,25,10,.714,12.88,7.82,13,5,15,3,6,3,2604,2427,105.4,.331,.241,.528,46.6,58.2,11.5,8.4,.491,13.7,30.7,.240,True,False,6
2013,61,44,University of California,33,21,12,.636,10.65,7.77,12,6,11,5,6,5,2218,2123,100.7,.312,.236,.515,50.0,56.2,8.7,11.4,.480,16.2,32.5,.223,True,False,12
2013,62,320,Valparaiso,34,26,8,.765,7.15,-1.13,13,3,15,2,10,5,2420,2119,108.9,.420,.400,.594,50.5,56.7,10.4,8.6,.559,19.3,31.2,.307,True,True,14
2013,63,323,Villanova,34,20,14,.588,10.74,8.53,10,8,12,4,6,7,2307,2214,98.8,.505,.351,.529,49.8,56.4,11.3,9.9,.474,19.6,33.0,.363,True,False,9
2013,64,324,Virginia Commonwealth,36,27,9,.750,16.89,4.47,12,4,15,2,8,3,2770,2323,111.4,.298,.357,.541,48.0,51.6,17.0,8.9,.513,13.7,36.0,.209,True,False,5
2013,65,336,Western Kentucky,36,20,16,.556,-0.65,-1.14,10,10,11,4,4,9,2409,2364,99.5,.385,.362,.520,50.3,47.8,9.2,8.7,.485,18.8,35.1,.260,True,True,16
2013,66,338,Wichita State,39,30,9,.769,14.68,6.09,12,6,14,2,7,5,2720,2385,107.5,.365,.353,.535,53.2,55.6,11.4,13.5,.500,16.2,38.0,.255,True,False,9
2013,67,341,Wisconsin,35,23,12,.657,18.76,9.73,12,6,15,3,5,6,2274,1958,104.4,.297,.401,.508,50.8,56.5,9.2,10.8,.486,13.0,32.4,.188,True,False,5
2014,0,8,Albany (NY),34,19,15,.559,-3.31,-5.22,9,7,10,3,7,11,2239,2174,103.3,.420,.261,.539,52.5,49.2,8.5,8.6,.488,17.1,31.9,.315,True,True,16
2014,1,10,American,33,20,13,.606,0.69,-3.25,13,5,11,3,9,9,2081,1951,103.4,.350,.358,.584,50.6,65.8,9.8,9.9,.558,20.7,26.5,.248,True,True,15
2014,2,13,Arizona,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,True,False,1
2014,3,12,Arizona State,33,21,12,.636,13.32,7.41,10,8,16,1,4,7,2486,2291,107.2,.425,.371,.558,48.4,56.3,7.2,12.8,.524,14.5,24.5,.295,True,False,10
2014,4,22,Baylor,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,True,False,6
2014,5,31,Brigham Young,35,23,12,.657,11.63,5.72,13,5,14,1,5,7,2931,2706,111.9,.483,.228,.545,53.3,53.8,9.6,7.3,.503,12.8,34.7,.334,True,False,10
2014,6,37,Cal Poly,34,14,20,.412,-1.34,1.69,6,10,6,6,3,12,2141,2163,103.5,.326,.354,.501,48.8,52.3,9.6,8.0,.466,12.4,31.8,.224,True,True,16
2014,7,56,Cincinnati,34,27,7,.794,15.26,5.28,15,3,18,1,7,3,2325,1986,107.5,.387,.309,.519,53.2,52.8,12.4,16.0,.477,14.4,39.1,.274,True,False,5
2014,8,60,Coastal Carolina,34,21,13,.618,-5.21,-6.31,11,5,14,5,6,7,2458,2326,104.2,.385,.319,.528,53.2,42.0,9.2,8.6,.491,16.9,35.1,.266,True,True,16
2014,9,64,Colorado,35,23,12,.657,10.80,8.80,10,8,16,2,5,6,2457,2387,103.7,.483,.304,.534,54.3,48.8,8.7,9.0,.483,16.8,34.0,.346,True,False,8
2014,10,66,Connecticut,40,32,8,.800,17.23,8.63,12,6,14,3,6,4,2873,2529,108.9,.383,.343,.562,50.2,50.3,10.7,15.2,.515,15.2,30.4,.298,True,False,7
2014,11,69,Creighton,35,27,8,.771,18.03,7.17,14,4,16,0,7,4,2756,2376,120.6,.339,.446,.616,51.7,64.2,6.1,3.8,.589,13.3,27.7,.252,True,False,3
2014,12,72,Dayton,37,26,11,.703,10.55,5.34,10,6,13,4,7,4,2671,2478,109.6,.406,.319,.555,52.7,51.9,9.1,7.3,.524,15.5,34.0,.277,True,False,11
2014,13,74,Delaware,35,25,10,.714,2.73,-1.10,14,2,10,2,11,7,2782,2648,111.7,.439,.345,.546,48.1,40.3,8.4,8.5,.504,11.6,29.1,.312,True,True,13
2014,14,80,Duke,35,26,9,.743,19.51,8.48,13,5,17,0,4,5,2745,2359,119.4,.388,.397,.574,51.5,54.8,10.6,7.4,.538,12.1,34.5,.283,True,False,3
2014,15,85,Eastern Kentucky,34,24,10,.706,0.60,-4.34,11,5,12,2,8,6,2677,2411,116.3,.441,.446,.611,44.3,56.5,13.0,6.4,.574,14.1,23.6,.331,True,True,15
2014,16,97,Florida,39,36,3,.923,20.69,8.54,18,0,17,0,10,2,2727,2253,111.1,.424,.346,.552,53.8,53.9,11.2,8.6,.522,14.5,34.7,.283,True,True,1
2014,17,103,George Washington,33,24,9,.727,10.60,4.42,11,5,14,1,6,5,2415,2211,107.3,.466,.284,.546,52.5,54.9,10.4,11.2,.515,16.2,35.1,.304,True,False,9
2014,18,109,Gonzaga,36,29,7,.806,15.56,5.36,15,3,15,0,8,4,2761,2372,114.1,.404,.328,.590,52.3,54.0,9.7,10.2,.560,15.2,30.6,.286,True,True,8
2014,19,115,Harvard,32,27,5,.844,10.79,-0.47,13,1,11,1,11,3,2343,1952,111.6,.480,.283,.564,52.1,57.1,11.6,13.4,.519,15.0,32.8,.347,True,False,12
2014,20,133,Iowa,33,20,13,.606,18.58,7.43,9,9,13,4,4,6,2689,2321,115.0,.453,.275,.558,54.7,57.9,10.0,13.5,.511,13.3,37.7,.333,True,False,11
2014,21,132,Iowa State,36,28,8,.778,18.52,9.88,11,7,15,1,4,6,2989,2678,113.9,.364,.375,.569,51.1,62.4,8.2,7.0,.542,12.6,28.8,.252,True,True,3
2014,22,141,Kansas,35,25,10,.714,20.25,11.40,14,4,14,1,5,6,2764,2454,114.3,.483,.287,.580,55.5,54.8,8.4,14.6,.542,16.3,37.3,.343,True,False,2
2014,23,140,Kansas State,33,20,13,.606,12.14,8.47,10,8,15,2,2,7,2280,2159,104.2,.403,.325,.520,50.7,63.0,9.4,8.0,.488,15.6,34.7,.264,True,False,9
2014,24,144,Kentucky,40,29,11,.725,18.07,9.90,12,6,16,2,5,5,2992,2665,112.4,.518,.276,.543,56.6,44.4,7.1,14.9,.500,14.5,41.4,.353,True,False,8
2014,25,154,Louisiana,35,23,12,.657,2.91,-0.28,11,7,13,2,6,9,2835,2633,111.4,.429,.315,.554,52.3,47.8,9.8,10.2,.522,15.2,36.3,.288,True,True,14
2014,26,158,Louisville,37,31,6,.838,24.69,4.80,15,3,16,2,9,2,2998,2262,117.4,.412,.351,.562,52.1,54.0,14.5,12.5,.535,12.8,37.1,.272,True,True,4
2014,27,163,Manhattan,33,25,8,.758,6.04,-0.90,15,5,9,3,12,4,2540,2311,107.1,.555,.307,.547,50.7,52.3,11.5,15.3,.507,16.8,34.4,.368,True,True,13
2014,28,171,Massachusetts,33,24,9,.727,10.61,6.00,10,6,11,2,7,4,2502,2350,105.3,.392,.261,.538,51.9,55.4,9.5,12.3,.504,16.1,34.4,.268,True,False,6
2014,29,173,Memphis,34,24,10,.706,13.02,7.14,12,6,15,2,5,5,2614,2397,108.2,.399,.275,.547,51.5,61.7,12.2,11.0,.522,15.8,35.6,.257,True,False,8
2014,30,174,Mercer,36,27,9,.750,5.33,-3.42,14,4,17,1,9,7,2836,2410,115.8,.384,.367,.582,52.9,59.7,8.6,11.8,.547,14.7,34.0,.282,True,True,14
2014,31,178,Michigan,37,28,9,.757,18.52,9.65,15,3,13,2,7,4,2736,2408,117.5,.349,.401,.592,50.1,55.6,8.2,6.3,.557,12.7,28.6,.266,True,False,2
2014,32,177,Michigan State,38,29,9,.763,19.35,9.38,12,6,12,4,7,3,2870,2491,113.3,.337,.363,.573,53.7,62.2,10.2,13.4,.545,14.7,32.2,.239,True,True,4
2014,33,180,Milwaukee,35,21,14,.600,-1.53,-0.44,7,9,7,6,10,6,2465,2469,102.6,.436,.399,.541,48.8,58.9,8.3,6.4,.493,17.1,28.3,.320,True,True,15
2014,34,193,Mount St. Mary's,33,16,17,.485,-6.32,-4.44,9,7,10,3,6,13,2504,2566,107.5,.367,.434,.554,46.6,46.1,10.0,6.7,.515,14.7,27.8,.271,True,True,16
2014,35,197,Nebraska,32,19,13,.594,10.13,8.50,11,7,15,1,3,8,2137,2085,102.2,.423,.335,.528,48.6,42.3,10.6,9.3,.483,14.7,25.7,.303,True,False,11
2014,36,202,New Mexico,34,27,7,.794,12.72,4.84,15,3,13,2,8,2,2516,2248,111.2,.466,.320,.556,53.8,61.6,7.2,13.3,.511,13.8,32.5,.338,True,True,7
2014,37,201,New Mexico State,36,26,10,.722,6.16,-2.58,12,4,14,1,8,7,2771,2415,113.8,.535,.273,.576,53.5,50.6,6.9,13.5,.539,16.0,37.5,.368,True,True,13
2014,38,214,North Carolina,34,24,10,.706,15.24,8.42,13,5,15,3,6,5,2604,2372,108.5,.429,.211,.526,53.4,54.9,10.4,12.5,.499,14.1,38.1,.268,True,False,6
2014,39,210,North Carolina Central,34,28,6,.824,3.97,-8.03,16,1,14,0,11,5,2513,2023,112.5,.476,.297,.559,52.6,59.0,11.7,12.4,.513,14.8,36.6,.347,True,True,14
2014,40,212,North Carolina State,36,22,14,.611,9.02,7.44,9,9,13,6,6,6,2561,2504,108.1,.370,.255,.529,49.5,49.1,7.3,10.8,.500,13.4,34.2,.243,True,False,12
2014,41,215,North Dakota State,33,26,7,.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,117.7,.409,.275,.593,53.2,43.0,9.7,13.1,.555,13.4,31.7,.307,True,True,12
2014,42,229,Ohio State,35,25,10,.714,17.84,8.12,10,8,17,3,5,5,2432,2092,106.1,.423,.329,.540,50.2,49.9,11.8,12.2,.503,14.9,29.6,.291,True,False,6
2014,43,232,Oklahoma,33,23,10,.697,14.91,8.97,12,6,14,3,5,4,2704,2508,112.9,.394,.370,.560,50.9,53.1,9.4,8.4,.517,13.5,32.4,.295,True,False,5
2014,44,231,Oklahoma State,34,21,13,.618,19.02,8.34,8,10,13,3,3,7,2728,2365,112.8,.497,.338,.569,48.8,51.6,10.8,12.2,.524,12.9,28.0,.357,True,False,9
2014,45,236,Oregon,34,24,10,.706,15.75,8.05,10,8,15,3,5,5,2783,2521,115.0,.438,.337,.583,50.7,53.0,10.9,8.7,.535,14.0,32.2,.338,True,False,7
2014,46,241,Pittsburgh,36,26,10,.722,17.46,7.54,11,7,13,5,7,2,2586,2229,113.0,.443,.269,.550,54.5,62.9,11.1,8.6,.507,13.7,37.3,.315,True,False,9
2014,47,247,Providence,35,23,12,.657,11.37,7.85,10,8,13,3,5,6,2566,2443,109.1,.419,.317,.539,52.4,56.1,8.3,12.0,.483,14.6,35.4,.328,True,True,11
2014,48,260,Saint Joseph's,34,24,10,.706,9.05,5.08,11,5,11,4,8,4,2433,2298,108.1,.436,.369,.563,52.0,56.7,6.7,11.9,.539,15.9,29.0,.281,True,True,10
2014,49,261,Saint Louis,34,27,7,.794,11.63,4.24,13,3,14,3,11,1,2374,2105,102.4,.404,.322,.533,51.0,58.1,10.9,9.9,.494,16.2,29.4,.281,True,False,5
2014,50,266,San Diego State,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,109.2,.449,.258,.519,53.6,40.8,11.8,14.1,.481,12.7,36.7,.298,True,False,4
2014,51,294,Stanford,36,23,13,.639,13.42,9.00,10,8,12,4,6,5,2616,2457,108.0,.450,.293,.553,51.3,46.3,7.9,11.6,.513,14.7,29.3,.316,True,False,10
2014,52,295,Stephen F. Austin,35,32,3,.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,115.2,.402,.360,.561,53.8,62.3,11.1,8.6,.525,14.2,38.4,.286,True,True,12
2014,53,298,Syracuse,34,28,6,.824,16.05,7.25,14,4,16,2,8,2,2311,2012,111.6,.382,.270,.522,52.8,49.1,13.1,17.2,.482,12.1,38.1,.270,True,False,3
2014,54,303,Tennessee,37,24,13,.649,17.34,7.84,11,7,14,3,4,7,2672,2283,114.2,.416,.308,.545,56.2,50.9,8.2,12.0,.503,13.7,39.8,.299,True,False,11
2014,55,314,Texas,35,24,11,.686,12.67,9.15,11,7,16,2,4,6,2598,2475,107.0,.434,.260,.514,54.6,49.9,8.2,15.8,.474,14.4,39.6,.291,True,False,7
2014,56,311,Texas Southern,34,19,15,.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,109.8,.491,.325,.565,52.2,55.5,6.6,8.5,.521,16.6,33.8,.352,True,True,16
2014,57,319,Tulsa,34,21,13,.618,6.23,1.17,13,3,11,3,6,7,2471,2299,105.0,.471,.318,.532,50.3,51.1,9.9,10.5,.492,14.5,30.2,.318,True,True,13
2014,58,320,UCLA,37,28,9,.757,18.40,7.62,12,6,16,2,5,5,3003,2604,115.1,.382,.275,.579,51.2,59.3,13.1,9.0,.541,12.7,29.8,.286,True,True,4
2014,59,327,Villanova,34,29,5,.853,18.97,7.50,16,2,15,1,10,2,2651,2261,113.2,.445,.448,.574,52.6,60.1,10.1,11.2,.536,14.9,32.6,.318,True,False,2
2014,60,331,Virginia,37,30,7,.811,18.38,7.86,16,2,15,2,7,4,2449,2060,108.8,.420,.297,.542,54.7,56.6,8.6,12.0,.508,13.8,33.2,.283,True,True,1
2014,61,328,Virginia Commonwealth,35,26,9,.743,14.55,4.78,12,4,15,0,6,5,2624,2282,105.0,.352,.339,.512,50.6,49.8,15.6,11.5,.479,14.2,34.3,.237,True,False,5
2014,62,336,Weber State,31,19,12,.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,111.3,.498,.367,.592,52.5,55.6,6.5,9.0,.547,16.7,28.9,.369,True,True,16
2014,63,341,Western Michigan,33,23,10,.697,1.73,-1.45,14,4,13,2,6,7,2373,2235,106.5,.508,.352,.568,51.3,48.3,8.7,9.6,.520,18.2,31.6,.368,True,True,14
2014,64,342,Wichita State,36,35,1,.972,16.65,1.74,18,0,17,0,12,0,2706,2141,116.1,.472,.367,.569,55.3,54.8,10.6,15.0,.526,13.6,35.1,.342,True,True,1
2014,65,345,Wisconsin,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318,True,False,2
2014,66,346,Wofford,33,20,13,.606,-4.32,-5.95,11,5,9,4,8,8,2205,2054,105.6,.328,.302,.529,51.0,52.4,9.8,4.6,.502,14.4,31.7,.218,True,True,15
2014,67,349,Xavier,34,21,13,.618,11.84,8.14,10,8,15,2,4,6,2442,2316,108.5,.416,.270,.551,53.2,57.2,8.7,8.2,.517,16.0,34.1,.286,True,False,12
2015,0,5,Alabama-Birmingham,36,20,16,.556,1.94,1.62,12,6,13,4,3,8,2476,2452,101.5,.350,.297,.520,51.0,59.1,9.7,13.0,.477,16.8,34.2,.259,True,True,14
2015,1,8,Albany (NY),33,24,9,.727,-0.34,-5.18,15,1,12,3,12,5,2156,1996,106.4,.390,.343,.546,53.5,47.9,9.2,5.5,.499,16.2,32.6,.296,True,True,14
2015,2,13,Arizona,38,34,4,.895,24.33,7.41,16,2,17,0,8,3,2911,2268,114.7,.471,.259,.575,56.8,52.3,10.8,9.8,.535,14.2,34.5,.338,True,True,2
2015,3,17,Arkansas,36,27,9,.750,14.07,6.79,13,5,17,2,7,5,2787,2525,109.6,.373,.310,.539,50.2,59.2,10.9,12.0,.500,14.3,35.7,.270,True,False,5
2015,4,22,Baylor,34,24,10,.706,17.85,9.33,11,7,16,2,6,5,2349,2048,109.2,.386,.334,.530,55.9,61.1,12.2,11.2,.497,16.4,42.4,.260,True,False,3
2015,5,23,Belmont,33,22,11,.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,109.9,.324,.480,.589,50.3,58.7,9.4,5.5,.567,17.8,29.0,.225,True,True,15
2015,6,26,Boise State,34,25,9,.735,10.01,1.38,14,4,13,1,8,5,2390,2045,110.5,.324,.416,.568,52.1,49.2,9.5,7.0,.537,14.2,28.4,.236,True,False,11
2015,7,31,Brigham Young,35,25,10,.714,13.53,5.02,13,5,13,3,8,3,2931,2561,116.7,.424,.365,.584,53.2,60.9,10.2,7.4,.539,14.2,34.1,.325,True,False,11
2015,8,35,Buffalo,33,23,10,.697,7.93,1.60,12,6,11,2,9,7,2462,2253,108.5,.426,.303,.533,52.0,51.7,10.9,11.3,.487,14.1,34.5,.306,True,True,12
2015,9,36,Butler,34,23,11,.676,16.64,8.62,12,6,13,3,7,4,2346,2073,105.9,.408,.287,.522,54.2,47.5,9.8,8.8,.484,14.3,34.7,.279,True,False,6
2015,10,56,Cincinnati,34,23,11,.676,10.72,4.40,13,5,15,3,6,5,2113,1898,102.8,.371,.297,.527,53.5,51.8,10.8,15.4,.495,17.7,37.3,.249,True,False,8
2015,11,60,Coastal Carolina,34,24,10,.706,-1.02,-6.18,12,6,14,2,8,7,2438,2121,110.0,.411,.333,.537,55.7,46.1,10.8,10.2,.500,15.0,37.5,.283,True,True,16
2015,12,71,Davidson,32,24,8,.750,11.97,3.19,14,4,14,1,9,4,2529,2221,117.1,.287,.456,.578,50.3,60.9,7.9,7.5,.556,12.2,30.0,.203,True,False,10
2015,13,72,Dayton,36,27,9,.750,10.98,4.06,13,5,16,0,5,6,2439,2190,105.1,.482,.382,.565,48.6,60.5,10.8,7.2,.530,16.1,23.3,.330,True,False,11
2015,14,80,Duke,39,35,4,.897,24.97,9.87,15,3,15,1,9,2,3091,2502,119.4,.398,.334,.593,53.9,53.5,10.7,9.0,.566,13.9,35.8,.278,True,False,1
2015,15,87,Eastern Washington,35,26,9,.743,0.79,-3.84,14,4,13,2,11,6,2820,2588,117.1,.352,.421,.591,50.0,46.5,9.1,13.0,.562,13.6,29.9,.255,True,True,13
2015,16,104,Georgetown,33,22,11,.667,15.48,9.81,12,6,13,3,5,4,2340,2153,108.1,.439,.325,.552,52.2,53.4,11.6,14.1,.513,16.4,34.3,.309,True,False,4
2015,17,108,Georgia,33,21,12,.636,12.42,8.60,11,7,12,4,8,4,2250,2124,102.8,.477,.311,.530,53.0,55.0,8.4,12.4,.485,16.5,32.2,.331,True,False,10
2015,18,106,Georgia State,35,25,10,.714,5.47,-2.03,15,5,12,1,8,8,2499,2184,109.8,.383,.278,.563,48.9,53.1,14.1,13.5,.527,14.2,30.0,.277,True,True,14
2015,19,109,Gonzaga,38,35,3,.921,21.12,5.12,17,1,15,1,10,1,2989,2343,120.3,.387,.317,.606,55.5,57.2,9.1,8.4,.584,13.9,34.1,.267,True,True,2
2015,20,113,Hampton,35,17,18,.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,96.1,.438,.326,.496,50.1,46.7,9.6,10.5,.456,17.3,31.8,.286,True,True,16
2015,21,115,Harvard,30,22,8,.733,4.47,-0.25,12,3,12,2,9,4,1926,1727,103.2,.393,.266,.524,52.5,57.2,11.4,13.1,.481,16.0,32.7,.283,True,False,13
2015,22,130,Indiana,34,20,14,.588,12.94,7.20,9,9,15,4,3,6,2633,2438,115.3,.327,.395,.573,52.2,51.2,7.4,7.8,.544,14.6,35.2,.235,True,False,10
2015,23,133,Iowa,34,22,12,.647,15.83,8.39,12,6,14,4,7,4,2372,2119,107.4,.380,.302,.527,52.9,58.7,9.9,13.1,.481,14.4,35.6,.282,True,False,7
2015,24,132,Iowa State,34,25,9,.735,17.94,9.15,12,6,15,1,6,5,2645,2346,111.4,.365,.368,.571,50.5,58.1,9.2,9.7,.543,13.9,28.3,.254,True,True,3
2015,25,141,Kansas,36,27,9,.750,18.47,12.13,13,5,15,0,5,5,2561,2333,106.3,.426,.284,.539,52.6,54.7,9.8,12.3,.494,16.3,34.9,.309,True,False,2
2015,26,144,Kentucky,39,38,1,.974,28.72,8.67,18,0,19,0,10,0,2900,2118,115.5,.439,.271,.558,54.9,55.0,10.1,18.2,.515,13.6,39.5,.319,True,True,1
2015,27,146,Lafayette,33,20,13,.606,-3.37,-3.12,9,9,11,5,9,7,2426,2409,112.9,.305,.356,.589,48.3,58.9,8.4,6.9,.557,15.1,28.4,.234,True,True,16
2015,28,156,Louisiana State,33,22,11,.667,11.39,5.63,11,7,13,4,8,3,2423,2233,103.1,.335,.284,.533,51.5,57.8,10.2,14.0,.503,17.3,33.9,.229,True,False,9
2015,29,158,Louisville,36,27,9,.750,18.12,8.98,12,6,15,4,7,3,2483,2154,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258,True,False,4
2015,30,163,Manhattan,33,19,14,.576,-1.34,-3.34,13,7,9,2,5,9,2300,2234,100.7,.474,.366,.537,48.6,60.8,11.6,7.5,.494,18.3,30.9,.328,True,True,16
2015,31,169,Maryland,35,28,7,.800,13.32,7.63,14,4,18,1,6,4,2417,2218,106.1,.445,.387,.562,51.1,48.1,7.4,11.9,.512,16.7,28.9,.336,True,False,4
2015,32,177,Michigan State,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,True,False,7
2015,33,184,Mississippi,34,21,13,.618,11.39,7.01,11,7,9,7,8,4,2475,2326,107.9,.361,.331,.527,51.8,53.1,9.8,11.3,.478,13.9,34.8,.279,True,False,11
2015,34,201,New Mexico State,34,23,11,.676,3.71,-3.67,13,1,15,2,6,8,2316,2033,107.5,.441,.257,.548,54.9,50.2,10.2,9.2,.509,18.2,39.9,.306,True,True,15
2015,35,214,North Carolina,38,26,12,.684,20.63,11.76,11,7,10,5,7,4,2953,2616,111.6,.353,.223,.548,55.2,60.1,9.5,11.3,.516,15.1,40.0,.247,True,False,4
2015,36,212,North Carolina State,36,22,14,.611,14.11,9.72,10,8,14,6,5,5,2525,2367,108.0,.354,.322,.526,52.3,46.4,5.9,13.1,.493,13.5,34.0,.243,True,False,8
2015,37,215,North Dakota State,33,23,10,.697,-1.72,-3.63,12,4,14,0,5,8,2141,2057,103.7,.358,.350,.534,51.3,42.4,7.6,10.7,.501,14.0,25.6,.248,True,True,15
2015,38,217,North Florida,35,23,12,.657,-0.82,-5.94,12,2,12,2,9,9,2651,2385,112.0,.391,.424,.585,50.7,56.4,9.0,9.9,.553,16.1,30.1,.283,True,True,16
2015,39,219,Northeastern,35,23,12,.657,2.03,-1.34,12,6,9,3,8,7,2397,2279,106.7,.413,.305,.581,54.2,59.7,8.1,9.3,.545,19.0,30.1,.300,True,True,14
2015,40,223,Northern Iowa,35,31,4,.886,12.54,2.00,16,2,16,0,9,3,2281,1912,111.9,.398,.399,.593,51.9,53.2,10.2,7.8,.559,15.9,27.0,.292,True,True,5
2015,41,227,Notre Dame,38,32,6,.842,19.23,7.02,14,4,17,2,7,2,2963,2499,120.4,.367,.376,.612,49.8,54.9,10.4,9.1,.583,12.9,27.9,.272,True,True,3
2015,42,229,Ohio State,35,24,11,.686,19.68,7.37,11,7,18,2,4,6,2635,2204,113.2,.347,.319,.567,51.5,55.4,11.4,14.6,.542,14.6,33.5,.236,True,False,10
2015,43,232,Oklahoma,35,24,11,.686,18.65,9.94,12,6,14,1,5,6,2501,2196,105.2,.328,.338,.532,51.1,48.6,10.0,12.9,.493,15.1,31.5,.243,True,False,3
2015,44,231,Oklahoma State,32,18,14,.563,12.95,9.63,8,10,12,4,3,8,2160,2011,103.6,.387,.388,.547,48.6,49.9,12.1,13.7,.507,16.6,27.8,.281,True,False,9
2015,45,236,Oregon,36,26,10,.722,11.43,7.65,13,5,17,2,6,4,2713,2550,109.3,.286,.339,.557,50.9,51.2,8.3,11.0,.524,14.7,30.8,.217,True,False,8
2015,46,247,Providence,34,22,12,.647,13.71,9.50,11,7,13,4,5,6,2370,2227,105.4,.407,.289,.526,52.9,57.2,10.8,13.5,.484,15.3,35.1,.287,True,False,6
2015,47,248,Purdue,34,21,13,.618,12.93,7.64,12,6,14,3,4,6,2375,2195,106.4,.417,.324,.539,53.5,61.1,8.3,13.6,.502,16.8,36.5,.285,True,False,9
