"","School","G","W","L","W-L%","SRS","SOS","Tm.","Opp.","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","year","NCAABirth","END"
"6091","Notre Dame ","36","24","12",".667","14.10","9.57","2704","2541","65.0","115.2",".329",".343",".573","51.1","49.4","8.4","10.1",".540","13.2","32.3",".244",2016,"NCAA","Notre Dame "
"6096","Oklahoma ","37","29","8",".784","19.76","11.14","2948","2629","71.0","111.0",".330",".407",".573","51.4","52.8","9.3","12.6",".543","15.8","31.0",".238",2016,"NCAA","Oklahoma "
"6099","Oregon State ","32","19","13",".594","10.39","9.26","2301","2244","68.4","105.1",".373",".319",".530","48.3","53.3","10.8","9.7",".499","14.3","29.2",".250",2016,"NCAA","Oregon State "
"6100","Oregon ","38","31","7",".816","18.05","8.64","2990","2614","69.5","112.8",".406",".340",".562","52.4","49.7","10.4","15.3",".525","13.9","34.2",".291",2016,"NCAA","Oregon "
"6107","Pittsburgh ","33","21","12",".636","15.47","8.75","2476","2220","66.4","112.2",".357",".307",".551","55.2","62.3","7.3","10.0",".511","14.6","36.9",".269",2016,"NCAA","Pittsburgh "
"6113","Providence ","35","24","11",".686","11.94","8.46","2577","2455","69.8","104.4",".373",".371",".523","49.4","62.4","9.3","8.9",".480","13.9","30.3",".270",2016,"NCAA","Providence "
"6114","Purdue ","35","26","9",".743","20.17","7.46","2726","2281","67.9","113.5",".354",".358",".571","57.3","64.1","6.1","11.7",".536","14.9","34.5",".263",2016,"NCAA","Purdue "
"6126","Saint Joseph's ","36","28","8",".778","12.10","4.93","2780","2522","70.2","109.6",".374",".356",".548","51.9","54.7","7.3","9.2",".512","12.3","27.9",".268",2016,"NCAA","Saint Joseph's "
"6141","Seton Hall ","34","25","9",".735","14.66","8.28","2522","2305","70.7","104.5",".404",".297",".529","52.4","51.0","10.4","11.4",".498","16.4","34.7",".266",2016,"NCAA","Seton Hall "
"6147","South Dakota State ","34","26","8",".765","5.44","-1.22","2591","2316","68.8","110.8",".402",".367",".558","53.7","43.4","7.2","6.6",".515","14.7","32.5",".298",2016,"NCAA","South Dakota State "
"6154","Southern California ","34","21","13",".618","13.52","7.64","2737","2537","72.5","109.4",".351",".322",".549","51.1","51.3","8.6","12.5",".522","14.3","32.1",".237",2016,"NCAA","Southern California "
"6160","Southern ","35","22","13",".629","-7.68","-9.37","2534","2406","69.5","104.2",".369",".298",".527","49.0","41.9","10.6","9.7",".496","14.0","28.9",".247",2016,"NCAA","Southern "
"6165","Stephen F. Austin ","34","28","6",".824","9.23","-5.47","2728","2153","69.6","115.3",".345",".365",".577","51.9","65.3","13.1","10.2",".545","14.8","34.6",".253",2016,"NCAA","Stephen F. Austin "
"6167","Stony Brook ","33","26","7",".788","3.75","-5.28","2515","2115","67.8","112.0",".320",".300",".548","55.4","58.0","9.1","12.1",".524","14.2","36.0",".215",2016,"NCAA","Stony Brook "
"6168","Syracuse ","37","23","14",".622","14.62","9.75","2589","2409","64.9","106.7",".354",".421",".533","49.3","55.8","12.4","12.6",".501","15.3","33.4",".243",2016,"NCAA","Syracuse "
"6169","Temple ","33","21","12",".636","7.69","6.57","2267","2230","65.8","102.4",".266",".375",".498","49.3","54.1","7.8","7.8",".470","11.8","29.1",".182",2016,"NCAA","Temple "
"6177","Texas A&M ","37","28","9",".757","18.45","8.45","2828","2458","68.8","109.6",".381",".373",".542","53.0","61.8","10.1","10.5",".512","14.3","33.8",".256",2016,"NCAA","Texas A&M "
"6185","Texas Tech ","32","19","13",".594","12.41","10.25","2305","2236","66.7","106.7",".422",".304",".547","50.1","53.2","8.8","11.8",".500","15.5","31.2",".314",2016,"NCAA","Texas Tech "
"6186","Texas ","33","20","13",".606","14.80","11.71","2355","2253","66.8","106.1",".394",".361",".526","49.1","46.3","7.5","11.6",".494","13.2","30.7",".263",2016,"NCAA","Texas "
"6191","Tulsa ","32","20","12",".625","9.79","5.76","2356","2227","68.8","106.1",".395",".363",".536","48.7","53.0","9.7","7.7",".503","13.6","27.8",".268",2016,"NCAA","Tulsa "
"6197","Utah ","36","27","9",".750","15.50","8.79","2778","2502","67.7","112.5",".382",".373",".588","53.2","57.0","8.1","9.9",".557","16.0","30.2",".276",2016,"NCAA","Utah "
"6199","Vanderbilt ","33","19","14",".576","17.20","8.68","2506","2225","69.2","109.0",".398",".380",".561","50.8","56.8","6.0","12.9",".529","14.7","27.2",".276",2016,"NCAA","Vanderbilt "
"6201","Villanova ","40","35","5",".875","24.08","9.71","3118","2543","67.3","115.4",".341",".427",".597","51.2","58.7","10.4","9.7",".561","14.4","28.0",".267",2016,"NCAA","Villanova "
"6202","Virginia Commonwealth ","36","25","11",".694","13.83","4.35","2781","2440","69.9","109.7",".322",".333",".539","52.0","51.0","12.2","9.8",".510","13.6","32.6",".223",2016,"NCAA","Virginia Commonwealth "
"6205","Virginia ","37","29","8",".784","22.04","11.12","2626","2222","61.5","115.0",".321",".284",".580","53.2","57.2","8.7","10.2",".548","13.2","29.8",".241",2016,"NCAA","Virginia "
"6210","Weber State ","35","26","9",".743","0.18","-5.13","2662","2344","68.6","109.4",".436",".416",".585","52.6","52.5","7.2","7.7",".559","16.9","26.5",".294",2016,"NCAA","Weber State "
"6211","West Virginia ","35","26","9",".743","21.61","9.78","2749","2335","70.7","110.3",".462",".306",".536","56.1","54.1","13.8","8.5",".498","16.3","41.9",".311",2016,"NCAA","West Virginia "
"6218","Wichita State ","35","26","9",".743","17.39","4.24","2535","2066","66.1","108.8",".380",".381",".531","53.1","56.4","10.9","11.6",".490","12.7","31.7",".272",2016,"NCAA","Wichita State "
"6221","Wisconsin ","35","22","13",".629","13.40","9.40","2373","2233","64.1","105.1",".380",".342",".524","52.3","49.0","9.1","8.6",".485","14.6","33.0",".267",2016,"NCAA","Wisconsin "
"6225","Xavier ","34","28","6",".824","18.58","8.43","2737","2392","72.4","111.2",".417",".342",".556","54.9","59.1","10.0","8.4",".514","14.8","35.2",".305",2016,"NCAA","Xavier "
"6226","Yale ","30","23","7",".767","9.08","-1.03","2248","1914","66.9","111.5",".413",".309",".555","57.8","56.9","8.4","12.6",".526","16.4","39.4",".276",2016,"NCAA","Yale "
"6240","Arizona ","37","32","5",".865","18.25","7.63","2833","2440","67.3","113.8",".405",".305",".580","55.1","51.3","8.1","8.8",".537","14.5","33.1",".310",2017,"NCAA","Arizona "
"6244","Arkansas ","36","26","10",".722","14.04","8.60","2855","2659","71.7","110.7",".381",".295",".558","49.5","49.8","10.8","12.4",".514","14.3","31.7",".290",2017,"NCAA","Arkansas "
"6251","Baylor ","35","27","8",".771","19.75","11.87","2550","2228","65.3","111.5",".338",".328",".562","56.5","59.1","7.9","13.0",".530","17.1","40.2",".244",2017,"NCAA","Baylor "
"6263","Bucknell ","35","26","9",".743","5.89","-2.48","2669","2376","70.7","107.9",".372",".384",".578","50.6","54.1","10.2","9.7",".553","16.8","26.7",".253",2017,"NCAA","Bucknell "
"6265","Butler ","34","25","9",".735","17.70","10.23","2595","2341","67.3","112.6",".371",".376",".581","50.6","50.0","8.9","8.4",".546","13.4","27.1",".275",2017,"NCAA","Butler "
"6272","UC-Davis ","36","23","13",".639","-5.21","-4.68","2525","2506","70.2","98.9",".412",".316",".526","50.8","52.8","7.9","9.0",".490","17.6","28.9",".278",2017,"NCAA","UC-Davis "
"6287","Cincinnati ","36","30","6",".833","18.43","5.49","2674","2208","65.1","113.3",".325",".361",".547","53.3","57.5","11.1","13.9",".520","12.9","35.5",".223",2017,"NCAA","Cincinnati "
"6302","Creighton ","35","25","10",".714","17.27","8.95","2864","2549","72.9","112.3",".277",".358",".592","49.3","55.5","8.4","7.6",".576","15.2","24.8",".189",2017,"NCAA","Creighton "
"6305","Dayton ","32","24","8",".750","12.98","4.27","2428","2126","69.4","108.9",".436",".381",".571","49.7","61.0","11.2","11.9",".538","15.0","25.8",".301",2017,"NCAA","Dayton "
"6313","Duke ","37","28","9",".757","21.56","10.91","2991","2597","69.9","115.7",".393",".383",".588","51.9","47.5","8.7","10.9",".548","14.2","31.6",".299",2017,"NCAA","Duke "
"6318","East Tennessee State ","35","27","8",".771","7.31","-2.11","2782","2438","71.4","110.2",".432",".352",".587","53.1","53.8","11.6","13.6",".555","18.0","31.3",".304",2017,"NCAA","East Tennessee State "
"6329","Florida Gulf Coast ","34","26","8",".765","2.26","-3.42","2701","2356","69.3","113.8",".329",".315",".579","53.9","52.3","8.7","9.7",".554","15.3","33.9",".231",2017,"NCAA","Florida Gulf Coast "
"6331","Florida State ","35","26","9",".743","18.87","8.87","2873","2523","72.6","113.1",".384",".313",".566","52.7","49.3","10.2","13.7",".537","14.1","33.6",".265",2017,"NCAA","Florida State "
"6332","Florida ","36","27","9",".750","22.40","11.01","2804","2394","70.1","110.0",".402",".366",".556","51.3","47.2","10.7","11.8",".516","14.6","31.8",".293",2017,"NCAA","Florida "
"6346","Gonzaga ","39","37","2",".949","25.26","4.13","3222","2398","70.9","116.4",".390",".329",".596","54.7","51.8","9.6","11.2",".567","14.2","29.8",".280",2017,"NCAA","Gonzaga "
"6370","Iona ","35","22","13",".629","1.08","-2.47","2813","2689","72.3","110.0",".310",".400",".569","48.2","55.3","9.3","7.7",".534","14.6","27.0",".238",2017,"NCAA","Iona "
"6371","Iowa State ","35","24","11",".686","20.51","11.94","2829","2529","70.6","112.5",".276",".393",".572","47.7","53.6","10.8","8.9",".550","12.6","25.6",".194",2017,"NCAA","Iowa State "
"6376","Jacksonville State ","35","20","15",".571","-2.85","-3.24","2434","2378","65.3","105.7",".346",".367",".559","52.7","57.5","6.8","10.8",".528","18.0","31.5",".247",2017,"NCAA","Jacksonville State "
"6379","Kansas State ","35","21","14",".600","14.80","10.48","2523","2372","67.5","106.4",".412",".363",".560","49.2","60.0","11.4","10.3",".527","16.8","29.5",".286",2017,"NCAA","Kansas State "
"6382","Kansas ","36","31","5",".861","23.53","12.23","2995","2588","71.4","115.4",".360",".359",".583","53.0","54.5","9.6","11.2",".561","15.1","33.9",".244",2017,"NCAA","Kansas "
"6384","Kent State ","36","22","14",".611","0.88","-1.63","2772","2628","70.7","107.0",".328",".349",".521","54.0","45.5","8.9","9.7",".484","14.9","38.7",".236",2017,"NCAA","Kent State "
"6385","Kentucky ","38","32","6",".842","23.88","10.49","3225","2716","74.3","113.8",".409",".316",".564","53.2","51.6","8.1","13.0",".529","13.4","33.2",".288",2017,"NCAA","Kentucky "
"6399","Louisville ","34","25","9",".735","22.47","11.15","2628","2243","68.5","112.0",".340",".321",".543","54.1","48.4","9.7","15.2",".514","13.4","36.6",".233",2017,"NCAA","Louisville "
"6408","Marquette ","32","19","13",".594","15.26","8.60","2631","2418","71.1","115.2",".310",".415",".607","49.6","57.1","10.1","9.3",".576","15.5","27.0",".242",2017,"NCAA","Marquette "
"6412","Maryland ","33","24","9",".727","12.79","8.29","2438","2246","68.1","108.1",".398",".411",".557","50.3","57.1","8.0","11.9",".523","16.3","31.1",".278",2017,"NCAA","Maryland "
"6418","Miami (FL) ","33","21","12",".636","14.48","9.57","2278","2116","64.7","106.3",".343",".326",".544","53.0","47.8","9.9","10.5",".510","16.6","33.4",".246",2017,"NCAA","Miami (FL) "
"6420","Michigan State ","35","20","15",".571","13.67","10.50","2515","2404","68.2","105.1",".335",".380",".563","52.6","65.3","6.3","11.9",".540","18.0","29.1",".224",2017,"NCAA","Michigan State "
"6421","Michigan ","38","26","12",".684","18.80","10.17","2851","2523","63.8","116.5",".301",".451",".601","47.9","52.6","9.0","7.4",".570","12.8","24.5",".234",2017,"NCAA","Michigan "
"6422","Middle Tennessee ","36","31","5",".861","9.80","-0.48","2697","2299","66.4","112.4",".304",".299",".567","53.9","54.4","10.1","8.3",".543","13.6","30.7",".212",2017,"NCAA","Middle Tennessee "
"6426","Minnesota ","34","24","10",".706","14.56","8.82","2556","2361","70.3","104.6",".396",".299",".528","50.5","57.2","7.9","15.9",".487","14.0","29.6",".281",2017,"NCAA","Minnesota "
"6438","Mount St. Mary's ","36","20","16",".556","-4.29","-3.51","2446","2474","68.4","99.1",".324",".369",".536","44.5","46.0","9.0","9.6",".510","17.1","23.0",".218",2017,"NCAA","Mount St. Mary's "
"6444","Nevada ","35","28","7",".800","10.49","2.03","2792","2496","70.9","112.0",".413",".402",".561","52.4","59.9","7.6","11.0",".525","13.4","30.3",".291",2017,"NCAA","Nevada "
"6448","New Mexico State ","34","28","6",".824","4.66","-3.82","2678","2310","70.0","112.1",".431",".382",".568","54.4","55.3","6.9","9.6",".531","16.5","36.7",".307",2017,"NCAA","New Mexico State "
"6450","New Orleans ","32","20","12",".625","-4.10","-5.34","2331","2215","69.5","103.2",".427",".250",".552","52.9","60.2","11.2","8.6",".513","20.2","36.7",".303",2017,"NCAA","New Orleans "
"6457","North Carolina Central ","34","25","9",".735","-3.18","-12.12","2542","2159","68.8","108.7",".341",".380",".546","51.7","52.7","8.9","8.7",".517","14.8","32.9",".233",2017,"NCAA","North Carolina Central "
"6460","North Carolina-Wilmington ","35","29","6",".829","8.06","-0.55","2967","2624","71.5","118.1",".317",".411",".578","51.6","52.7","9.3","8.2",".555","12.4","32.8",".219",2017,"NCAA","North Carolina-Wilmington "
"6461","North Carolina ","40","33","7",".825","24.84","11.76","3377","2824","72.6","116.0",".348",".303",".550","58.2","58.9","9.7","9.7",".519","13.4","41.3",".244",2017,"NCAA","North Carolina "
"6463","North Dakota ","32","22","10",".688","-1.83","-5.45","2578","2357","72.9","108.8",".364",".305",".573","50.5","52.6","10.6","7.5",".542","15.7","26.8",".260",2017,"NCAA","North Dakota "
"6473","Northern Kentucky ","35","24","11",".686","-0.17","-2.84","2659","2507","70.8","107.3",".363",".422",".557","53.1","52.4","8.1","7.1",".529","16.4","31.7",".247",2017,"NCAA","Northern Kentucky "
"6475","Northwestern ","36","24","12",".667","14.02","8.43","2558","2357","66.6","106.8",".304",".357",".534","50.6","59.1","7.9","13.2",".497","13.8","30.7",".227",2017,"NCAA","Northwestern "
"6476","Notre Dame ","36","26","10",".722","17.81","9.78","2783","2494","67.7","113.8",".286",".406",".573","48.7","57.8","10.4","9.7",".536","12.3","27.3",".229",2017,"NCAA","Notre Dame "
"6480","Oklahoma State ","33","20","13",".606","19.19","12.22","2828","2589","72.7","117.8",".383",".357",".583","52.9","50.8","10.5","8.1",".539","15.1","38.1",".302",2017,"NCAA","Oklahoma State "
"6485","Oregon ","39","33","6",".846","20.80","8.38","3076","2565","68.8","114.2",".347",".388",".582","52.9","56.3","9.4","17.2",".554","14.7","32.2",".247",2017,"NCAA","Oregon "
"6497","Princeton ","30","23","7",".767","6.57","-1.84","2149","1843","65.2","109.5",".242",".460",".562","50.0","55.2","10.2","9.5",".537","13.5","24.4",".179",2017,"NCAA","Princeton "
"6498","Providence ","33","20","13",".606","11.24","7.84","2319","2207","67.6","103.6",".381",".359",".547","49.1","58.6","9.7","8.1",".514","16.3","26.4",".263",2017,"NCAA","Providence "
"6499","Purdue ","35","27","8",".771","20.13","8.79","2790","2393","70.0","112.6",".333",".383",".589","54.9","65.3","7.3","6.1",".557","16.1","30.7",".252",2017,"NCAA","Purdue "
"6502","Rhode Island ","35","25","10",".714","12.88","4.62","2577","2288","67.4","108.8",".392",".323",".538","51.8","51.0","9.6","15.7",".507","14.0","32.8",".262",2017,"NCAA","Rhode Island "
"6515","Saint Mary's (CA) ","34","29","5",".853","16.75","2.19","2449","1954","61.3","117.6",".278",".414",".602","57.2","63.1","6.9","8.5",".578","15.2","33.0",".207",2017,"NCAA","Saint Mary's (CA) "
"6526","Seton Hall ","33","21","12",".636","12.10","9.25","2417","2323","69.0","104.9",".376",".307",".526","54.7","46.4","9.9","6.6",".499","16.4","35.7",".242",2017,"NCAA","Seton Hall "
"6531","South Carolina ","37","26","11",".703","17.52","10.16","2707","2414","69.9","102.9",".398",".334",".518","50.8","50.6","11.0","11.1",".477","15.5","33.5",".278",2017,"NCAA","South Carolina "
"6532","South Dakota State ","35","18","17",".514","-2.30","-0.66","2683","2697","69.2","109.6",".404",".456",".581","50.7","52.1","7.4","7.2",".537","16.4","27.4",".311",2017,"NCAA","South Dakota State "
"6539","Southern California ","36","26","10",".722","11.48","6.40","2816","2633","70.1","111.2",".368",".366",".560","50.3","56.4","9.9","13.3",".522","13.7","30.9",".273",2017,"NCAA","Southern California "
"6542","Southern Methodist ","35","30","5",".857","18.71","4.45","2599","2100","63.7","116.6",".360",".365",".574","56.3","61.9","9.0","11.1",".547","14.3","37.1",".251",2017,"NCAA","Southern Methodist "
"6568","Texas Southern ","35","23","12",".657","-6.41","-7.81","2593","2544","69.7","105.5",".443",".344",".532","48.4","47.2","10.2","7.4",".481","14.3","31.6",".326",2017,"NCAA","Texas Southern "
"6574","Troy ","37","22","15",".595","-0.47","-3.36","2889","2667","70.1","110.9",".393",".403",".565","51.8","49.3","8.5","9.8",".528","15.3","31.6",".285",2017,"NCAA","Troy "
"6577","UCLA ","36","31","5",".861","20.67","6.39","3233","2719","74.2","121.0",".268",".376",".618","52.4","63.7","7.9","12.5",".598","13.4","28.9",".198",2017,"NCAA","UCLA "
"6584","Vanderbilt ","35","19","16",".543","13.69","10.72","2489","2385","67.1","105.6",".348",".486",".563","50.0","55.2","6.2","9.8",".521","16.3","24.7",".271",2017,"NCAA","Vanderbilt "
"6585","Vermont ","35","29","6",".829","6.67","-3.27","2571","2174","65.4","112.4",".341",".325",".580","52.8","50.5","8.7","11.4",".554","15.0","30.3",".239",2017,"NCAA","Vermont "
"6586","Villanova ","36","32","4",".889","23.80","9.28","2779","2256","65.6","117.6",".350",".433",".612","53.0","52.3","11.0","9.0",".575","15.0","30.0",".276",2017,"NCAA","Villanova "
"6587","Virginia Commonwealth ","35","26","9",".743","11.57","3.77","2616","2343","69.0","106.8",".364",".294",".544","51.8","55.6","10.7","10.6",".510","15.3","31.2",".257",2017,"NCAA","Virginia Commonwealth "
"6589","Virginia Tech ","33","22","11",".667","12.77","8.38","2610","2465","69.8","112.5",".409",".397",".603","48.2","56.0","5.6","7.0",".569","15.5","23.4",".301",2017,"NCAA","Virginia Tech "
"6590","Virginia ","34","23","11",".676","20.63","10.93","2246","1916","60.3","107.9",".260",".330",".548","52.3","56.4","9.1","13.9",".524","13.7","28.2",".184",2017,"NCAA","Virginia "
"6592","Wake Forest ","33","19","14",".576","14.19","9.80","2733","2588","71.7","115.5",".407",".357",".586","51.9","55.5","7.7","10.1",".541","14.3","30.7",".317",2017,"NCAA","Wake Forest "
